Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2020-04-30,170.94064331054688,172.07572040952087,168.09814023599054,171.69418360117456,53875900
2020-05-01,166.51475524902344,170.3969440799021,165.98058332194304,167.68799480298716,39370500
2020-05-04,170.58773803710938,170.7403586105594,165.78030641102487,166.43846989866657,30372900
2020-05-05,172.4191131591797,175.17575814112513,171.59879590392794,172.28557381784552,36839200
2020-05-06,174.11695861816406,175.70036389685515,173.24896026716397,173.6781927800225,32139300
2020-05-07,175.1280975341797,176.03425849647905,174.15515961601804,175.67178828968,28316000
2020-05-08,176.1582489013672,176.4634900325435,174.89916562201049,176.44440882317042,30877800
2020-05-11,178.1232147216797,178.8576739397428,174.4127125466387,174.69885792785863,30892700
2020-05-12,174.08839416503906,178.4093641765079,173.88809239361163,178.18044786630512,32038200
2020-05-13,171.45571899414062,175.55730516891745,168.39383299079088,174.12652030943923,44711500
2020-05-14,172.19973754882812,172.35235810390702,167.573527036543,169.34770096391762,41873900
2020-05-15,174.70840454101562,178.42844001683628,168.83264351100763,170.7975860728359,46610400
2020-05-18,176.3776092529297,177.6080777362693,175.47144848709726,177.17884522136922,35264500
2020-05-19,175.1566925048828,177.9896477775563,175.02315316277384,176.4920859259728,26799100
2020-05-20,177.58619689941406,177.76793669422923,175.94099346613763,176.7731550579448,31261300
2020-05-21,175.45326232910156,178.55237128858693,175.31935102441477,177.3375950705612,29119500
2020-05-22,175.52975463867188,176.43845397165413,174.60193554780003,175.2236779648529,20826900
2020-05-26,173.67413330078125,178.38973703822353,173.2245708655594,178.23669140171498,36073600
2020-05-27,173.90362548828125,174.0758054171014,168.9202009518552,172.3636389807282,39517100
2020-05-28,173.51150512695312,176.14191667686424,172.53587207882768,172.8802174473527,33810200
2020-05-29,175.28106689453125,176.25671457318845,172.56457255301947,174.78367587861493,42130400
2020-06-01,174.8793487548828,175.04195428338986,173.5689300517615,174.6019516922489,22622400
2020-06-02,176.86883544921875,176.9549181227473,173.46365125193154,176.237533319547,30794600
2020-06-03,177.29930114746094,177.85408059810635,175.5967086864473,176.78279040112724,27311000
2020-06-04,174.9654083251953,177.75842536571852,174.37237475902313,176.28540132885283,28761800
2020-06-05,179.05926513671875,179.56621595665115,174.09495937621747,174.6784330023025,39893600
2020-06-08,180.16880798339844,180.35054780751807,176.41927838524887,177.85404803432183,33211600
2020-06-09,181.5461883544922,182.40704430192065,179.116636919803,179.8244618644037,29783900
2020-06-10,188.2800750732422,189.88702501192014,182.70360076492184,182.81839228604974,43872300
2020-06-11,178.16970825195312,187.24700868997357,177.97840854130584,184.73138903425857,52854700
2020-06-12,179.57579040527344,183.38270879064902,177.1271043944174,182.25401564409069,43373600
2020-06-15,180.72360229492188,182.52185174111463,176.00798473503326,176.55320425253194,32770200
